,True_Values,Mean_Prediction,Std_Prediction
3249,0,0.07104680072516203,0.04857518575588441
1164,0,0.3536880747973919,0.08416010834610382
331,0,0.1634131034463644,0.08480851805705662
6268,0,0.5768361783027649,0.0628685906904552
5471,0,0.6164861184358597,0.04567163567667808
1145,0,0.6459180015325546,0.039484243947916955
5325,0,0.5903471690416336,0.04940288102467498
9322,0,0.06531048357486725,0.05184887919941961
5329,1,0.8105420053005219,0.07315798267977974
9815,0,0.51901246458292,0.09286376379424117
7520,0,0.5268337365984916,0.045090705851862575
3306,1,0.5894343119859695,0.04432497306210031
10301,0,0.7949048948287963,0.07593196330639966
6032,0,0.5905131757259369,0.048021032901992784
5443,0,0.6958014899492264,0.03972296795173841
1058,0,0.4772783154249191,0.0423802216877924
5053,1,0.4659846913814545,0.08313308439789492
2864,1,0.4839588224887848,0.04210268878185061
1025,0,0.5489095988869667,0.04912686495254631
8338,0,0.23201038140803576,0.09620938578030679
7756,0,0.5588515669107437,0.03926034125352311
5403,0,0.41289196372032166,0.10939182949002255
1922,0,0.559373984336853,0.03842443995469528
8903,0,0.40835689544677733,0.08694724062877125
10061,1,0.6378805524110794,0.0701765106962069
7905,0,0.6046778780221939,0.04771388935548771
1868,0,0.6811237788200378,0.055612964464956754
4943,0,0.6185006713867187,0.04117517261851066
5309,1,0.6571327424049378,0.05763363008379088
5203,0,0.3602178305387497,0.11096775552831184
1228,0,0.35252217695116994,0.08532568560386755
3490,0,0.7632145392894745,0.07067298119785691
8509,0,0.14401405731216074,0.07683198319778412
10836,0,0.7174142324924468,0.06665627494384234
6611,0,0.48664739400148393,0.05358233566235356
8181,0,0.4717614409327507,0.053348395590086556
8201,0,0.05292325449874625,0.06356011677385434
707,0,0.6752655184268952,0.039589018246027737
4887,0,0.5634615221619605,0.0484135990453043
395,1,0.19555038392543792,0.09757888161005192
8110,0,0.6629899495840073,0.045654271814214734
6076,0,0.5534926751255989,0.06537977567890675
1552,0,0.5177815875411034,0.029128830486882567
4586,0,0.4928498025238514,0.13028033255501406
7418,0,0.500428464114666,0.06760849805404913
4881,1,0.6039312776923179,0.05641197279387981
4923,0,0.7677061486244202,0.06911301144045903
4813,0,0.764264947772026,0.08696496776115623
10798,0,0.7796107798814773,0.07075424896880214
3099,0,0.31261109858751296,0.07905680052374472
6819,0,0.7302774524688721,0.06135461276879769
10486,1,0.7127951681613922,0.05039290975189452
3829,0,0.650496579259634,0.13991668269674595
10757,1,0.7871358841657639,0.05520997832335113
9850,0,0.6086331325769424,0.0602155149177194
6165,0,0.59889688372612,0.04083478022939031
5133,0,0.334051341637969,0.10037276906215008
6316,0,0.6340795105695725,0.0406095335982098
9527,0,0.7813357824087143,0.07634206662873798
153,0,0.426810462474823,0.06535312776585994
10532,0,0.6233529114723205,0.06316033202848496
10398,1,0.6936403143405915,0.07297665909505006
8522,0,0.16082549054175616,0.08281948922002795
10189,0,0.4990184539556503,0.06716960389788512
1502,0,0.5073609539866447,0.06138447394052555
10781,0,0.5699579828977585,0.07256722008713382
5437,0,0.6515045809745789,0.045190765027160046
8248,0,0.5735971471667289,0.0365922464229919
7324,0,0.6159153980016708,0.042638080899138474
5767,1,0.523913745880127,0.07052299294647713
1107,0,0.5064241352677346,0.044578821823078575
10168,0,0.5640132093429565,0.05474992383509468
7050,0,0.5593323430418968,0.04613590415061891
6862,0,0.4927679818868637,0.04294849913964887
1739,0,0.5637977126240731,0.057574239801472554
10412,1,0.779789412021637,0.07419724194935985
9728,0,0.6781537187099457,0.05684543146866787
9822,1,0.5204122111201286,0.09968898951892205
10426,0,0.7588410615921021,0.06550970231223659
6237,0,0.46494491904973984,0.05410139410546431
1302,1,0.5275851711630821,0.07979270497179902
7115,0,0.5210956954956054,0.038290175833323566
2674,0,0.11642214049585163,0.057624347708605216
4999,0,0.3073578354716301,0.11545224015716958
4617,0,0.5919705092906952,0.043512763270985355
1644,1,0.8160467463731765,0.07064141172865232
4815,0,0.5280762583017349,0.047198917276739395
10513,1,0.7717053163051605,0.05947436119889471
5146,0,0.3903165806829929,0.07421907250550788
6510,0,0.570566918849945,0.03809614461149466
7726,0,0.55953946352005,0.039422137190123885
771,0,0.521516596376896,0.1343223903969301
8886,0,0.21135123189538718,0.09425333108972497
1604,0,0.4699936103820801,0.05942069020554489
4092,0,0.7814905744791031,0.08009668531054731
3837,0,0.49984557896852494,0.022391842846762867
